,name,neighborhood,address,latitude,longitude,stars,review_count,categories
147303,"""Blaze Fast-Fire'd Pizza""",Westside,"""10060 W Sahara Ave, Sahara Center""",36.145378,-115.3135034,4,35,Pizza;Salad;Restaurants;Fast Food
147345,"""911 Taco Bar""",,"""""",36.2896772,-115.1802914,5,3,Caterers;Restaurants;Event Planning & Services;Food Stands
147351,"""Red Ribbon Bakeshop""",Westside,"""9430 W Sahara Ave""",36.1460091,-115.3010489,3.5,42,Filipino;Restaurants;Food;Bakeries;Fast Food
147423,"""Vegan Meals by Mindy""",South Summerlin,"""""",36.14440811,-115.3264705,5,11,Restaurants;Food;Vegan;Fruits & Veggies;Specialty Food;Food Delivery Services
147458,"""Pro Kabob Persian Restaurant""",Westside,"""3854 W Sahara Ave""",36.14560914,-115.1922801,4.5,93,Halal;Afghan;Restaurants;Persian/Iranian;Middle Eastern
147486,"""Worlds Best Corndogs LV""",,"""""",36.4303079,-115.5207358,4.5,76,Hot Dogs;Restaurants;Street Vendors;Food;Food Trucks
147573,"""The Phoenix Bar & Lounge""",Westside,"""4213 W Sahara Ave""",36.1439891,-115.1976095,4,73,Restaurants;American (New);Gay Bars;Nightlife;Bars;Lounges;Karaoke
147624,"""Denny's""",Northwest,"""7071 W Craig Rd""",36.2384851,-115.248178,3,61,Burgers;American (Traditional);Diners;Restaurants;Breakfast & Brunch
147630,"""Roberto's Taco Shop""",Sunrise,"""4330 E Washington Ave""",36.1809595,-115.0798046,2,5,Mexican;Restaurants;Fast Food;Spanish
147642,"""Kapuso Kapamilya""",Chinatown,"""4300 Spring Mountain Rd""",36.1267512,-115.1977733,3,50,Nightlife;Italian;Bars;Karaoke;Lounges;Restaurants;Education;Colleges & Universities;Pubs;Filipino
147649,"""Jack In the Box""",Downtown,"""1591 S Main St""",36.152386,-115.153614,3,18,Restaurants;Fast Food
147748,"""Torino's Sports Pub & Restaurant""",,"""5570 W Flamingo Rd""",36.1153547,-115.2177135,2.5,3,Restaurants;Pizza;Sports Bars;Nightlife;Bars
147756,"""King's Cafe""",,"""721 N Rancho Dr""",36.1778864,-115.1787423,5,3,Cafes;Restaurants;Soup;Sandwiches
147776,"""Umami Burger -  SLS Las Vegas""",The Strip,"""2535 S Las Vegas Blvd""",36.1427564,-115.1578748,4,893,Bars;Nightlife;Restaurants;Burgers;Sports Bars
147778,"""Rose. Rabbit. Lie""",The Strip,"""3708 Las Vegas Blvd S""",36.10978763,-115.1767297,4,739,Diners;Arts & Entertainment;Restaurants;Bars;American (New);Performing Arts;Nightlife
147780,"""Panda Express""",The Strip,"""3200 S Las Vegas Blvd""",36.1272241,-115.1715512,2.5,5,Bubble Tea;Chinese;Restaurants;Fast Food;Food
147819,"""Chun Fai Chinese Eatery""",Spring Valley,"""6565 S Fort Apache Rd, Ste 175""",36.06896829,-115.2986838,3.5,180,Food;Soup;Restaurants;Chinese;Thai;Bubble Tea
147864,"""Sonic Drive-In""",Eastside,"""5085 E Tropicana Ave""",36.099863,-115.061928,3,32,Fast Food;Restaurants;American (Traditional)
148106,"""Rivea""",The Strip,"""3940 Las Vegas Blvd S, Fl 64""",36.092821,-115.176927,4,146,French;Italian;Restaurants;Mediterranean
148121,"""The Hush Puppy""",Sunrise,"""1820 N Nellis Blvd""",36.192963,-115.06171,4,60,Seafood;Comfort Food;Restaurants;Southern
148196,"""PT's Gold""",Centennial,"""7550 Oso Blanca Rd""",36.2954077,-115.2893018,3.5,35,American (Traditional);Pubs;Bars;Breakfast & Brunch;Restaurants;Nightlife
148269,"""Outback Steakhouse""",,"""1950 N Rainbow Blvd""",36.1945472,-115.2416916,3,179,Restaurants;Steakhouses
148327,"""Huntridge Pharmacy""",Downtown,"""1144 E Charleston Blvd""",36.1588681,-115.137619,4,48,Food;Vegetarian;Shopping;Restaurants;Diners;Nightlife;Bars;Doctors;Health & Medical;Drugstores
148372,"""Starbucks""",Westside,"""5181 W Charleston Blvd""",36.15899277,-115.2112687,3.5,5,Food;Cafes;Restaurants;Coffee & Tea
148432,"""Subway""",Chinatown,"""3735 Spring Mountain, Ste 201""",36.12626567,-115.1891697,2.5,13,Restaurants;Sandwiches;Fast Food
148450,"""The Cuppa""",Spring Valley,"""9275 W Russell Rd, Ste 170""",36.08442853,-115.2941454,4,119,Coffee & Tea;Food;Juice Bars & Smoothies;Restaurants;Sandwiches;Bakeries
148474,"""Jamms Restaurant""",Westside,"""1029 S Rainbow Blvd""",36.159706,-115.245078,4.5,873,American (New);Restaurants;American (Traditional);Breakfast & Brunch
148535,"""Stoned N Baked""",Downtown,"""707 Fremont St, Ste 2310, Container Park""",36.1679797,-115.1379889,4,25,Restaurants;Food;Pizza;Desserts
148547,"""702 Wing Spot""",Westside,"""6475 W Charleston Blvd""",36.1586036,-115.2367146,3.5,22,Food;Chicken Wings;Restaurants
148582,"""Cafe Belle Madeleine""",The Strip,"""3655 Las Vegas Blvd S""",36.11237,-115.170678,3.5,189,Restaurants;Cafes;Food;Bakeries
148600,"""American Gypsy Cafe""",Eastside,"""2790 E Flamingo Rd, Ste A""",36.1152733,-115.1122756,4.5,50,Middle Eastern;Restaurants;Persian/Iranian;Mediterranean
148613,"""Kaiseki Yuzu""",Southeast,"""1310 E Silverado Ranch Blvd, Ste 105""",36.01411,-115.13497,4.5,164,Sushi Bars;Restaurants;Bars;Noodles;Japanese;Salad;Nightlife;Soup
148674,"""Sambalatte""",Spring Valley,"""6555 S Jones Blvd, Ste 100""",36.06982152,-115.2248722,4,278,Coffee & Tea;Cafes;Restaurants;Food
148742,"""Einstein Bros Bagels""",Southeast,"""McCarren International Airport""",36.08293007,-115.1509874,2.5,44,Restaurants;Breakfast & Brunch
148760,"""Poke Addiction""",,"""7210 W Lake Mead Blvd, Ste 1""",36.19685854,-115.2491552,4,85,Food;Ice Cream & Frozen Yogurt;Specialty Food;Macarons;Poke;Wraps;Restaurants
148881,"""PT's""",Westside,"""739 S Rainbow Blvd""",36.1651692,-115.244802,2.5,39,Bars;Breakfast & Brunch;Sports Bars;Restaurants;American (New);Nightlife;Pubs;Pizza
148967,"""Port of Subs""",Sunrise,"""6895 East Lake Mead, Ste 10""",36.1942044,-115.0255033,3.5,12,Restaurants;Delis;Sandwiches
149172,"""El Triunfo Restaurant""",Sunrise,"""4450 E Charleston Blvd, Ste 3""",36.1600359,-115.0782046,4.5,5,Mexican;Restaurants
149178,"""Taqueria El Paisano""",Westside,"""3300 S Decatur Blvd, Ste 1""",36.129543,-115.2074652,3,24,Diners;Mexican;Restaurants;Breakfast & Brunch
149186,"""Which Wich Superior Sandwiches""",,"""2192 N Rainbow Blvd, Ste 100""",36.19917215,-115.2418088,3.5,201,Sandwiches;Restaurants
149287,"""Jersey Mike's Subs""",Westside,"""8780 W Charleston Blvd, Ste 102""",36.1594825,-115.2874508,3.5,74,Sandwiches;Delis;Fast Food;Restaurants
149288,"""P.F. Chang's""",Eastside,"""4165 S Paradise Rd""",36.113548,-115.1538906,3.5,230,Chinese;Gluten-Free;Asian Fusion;Sushi Bars;Restaurants
149303,"""Grand Café""",,"""4111 Boulder Hwy""",36.1337103,-115.0850568,3,83,American (New);Breakfast & Brunch;Burgers;Restaurants;Cafes
149327,"""Bachi Burger""",Spring Valley,"""6825 W Russell Rd, Ste 115""",36.0844749,-115.2412756,3.5,331,Food;Breakfast & Brunch;Asian Fusion;Bars;Burgers;Beer;Wine & Spirits;Nightlife;Restaurants
149451,"""To See Roll""",Spring Valley,"""7040 S Rainbow Blvd, Ste 110""",36.0605553,-115.2417218,4.5,331,Hawaiian;Sushi Bars;Food;Poke;Restaurants;Japanese
149582,"""Winchell's Donut House""",Westside,"""3307 S Jones""",36.1282146,-115.2253088,4,41,Sandwiches;Restaurants;Food;Bagels;Donuts
149633,"""Nunzio's Pizza""",,"""2000 Las Vegas Blvd S""",36.175,-115.136389,3,9,Food;Restaurants;Beer;Wine & Spirits;Pizza
149733,"""Illumilatte Brew Society""",Spring Valley,"""6825 W Russell Rd, Ste 155""",36.08450091,-115.2413614,4,302,Cafes;Bakeries;Art Galleries;Shopping;Restaurants;Coffee & Tea;Food;Arts & Entertainment
149734,"""Sweet Poké""",Northwest,"""5655 Centennial Center Blvd, Ste 120""",36.264618,-115.257566,4.5,276,Sushi Bars;Restaurants;Food;Hawaiian;Poke;Seafood;Asian Fusion;Japanese
149756,"""Wendy's""",,"""6198 W Flamingo Rd""",36.11485465,-115.2263434,2,20,Burgers;Fast Food;Restaurants
149757,"""McDonalds""",Sunrise,"""Nellis & Vegas Valley""",36.13738484,-115.0650691,2,3,Fast Food;Burgers;Restaurants
149776,"""China One""",Centennial,"""7080 N Durango Dr, Ste 130""",36.28967613,-115.285824,3,211,Chinese;Restaurants
149817,"""Lawry's The Prime Rib""",Eastside,"""4043 Howard Hughes Pkwy""",36.1151617,-115.1597903,4,890,Steakhouses;Restaurants
149836,"""Subway""",Spring Valley,"""5130 S Fort Apache Rd, Ste 210""",36.0957458,-115.2967171,2.5,14,Restaurants;Sandwiches;Fast Food
149883,"""J & J Szechuan Cuisine???""",Chinatown,"""5700 Spring Mountain Rd, Ste A""",36.1262439,-115.2192607,3,70,Chinese;Restaurants;Szechuan
149905,"""Blueberry Hill Family Restaurant""",University,"""1505 E Flamingo Rd""",36.1142203,-115.1327808,4,672,Restaurants;Diners;Breakfast & Brunch
149991,"""Prommares Thai Food""",Westside,"""6362 W Sahara Ave""",36.14505306,-115.2328381,4,196,Thai;Restaurants
150072,"""Yard House""",South Summerlin,"""11011 W Charleston Blvd""",36.15679595,-115.3343868,4,803,American (New);Beer;Wine & Spirits;Beer Bar;Wine Bars;Food;Bars;Cocktail Bars;Asian Fusion;Steakhouses;Nightlife;Restaurants;Vegetarian;American (Traditional);Seafood
150160,"""BBQ King""",Chinatown,"""5650 Spring Mountain Rd""",36.1259475,-115.2188254,3,88,Chinese;Cantonese;Barbeque;Restaurants
150227,"""Wendy's""",,"""844 N Rancho Dr""",36.180793,-115.178365,1.5,8,Hot Dogs;Burgers;Fast Food;Restaurants
150274,"""Montana Meat Company""",Centennial,"""6371 Centennial Center Blvd""",36.2739112,-115.2692364,3.5,173,Seafood;Restaurants;American (Traditional);Steakhouses
150327,"""Chipotle Mexican Grill""",Downtown,"""875 Grand Central Pkwy""",36.1634205,-115.1588431,2.5,24,Salad;Fast Food;Mexican;Vegetarian;Restaurants
150334,"""Wingstop""",Downtown,"""1124 E Charleston Blvd, Ste D""",36.15833888,-115.1377553,4.5,14,American (New);Restaurants;Chicken Wings
150367,"""Spicy City""",Chinatown,"""4215 Spring Mountain Rd, Ste B205""",36.1253808,-115.1959803,2.5,59,Restaurants;Noodles;Chinese
150420,"""El Pollo Loco""",Southeast,"""7205 S Eastern Ave""",36.059041,-115.118746,3,33,Restaurants;Mexican;Fast Food
150437,"""Canaletto""",The Strip,"""3355 Las Vegas Blvd S""",36.122084,-115.168033,3.5,542,Italian;Restaurants
150492,"""Sofia's Pizza""",Sunrise,"""3124 Las Vegas Blvd N""",36.21441291,-115.0975878,2.5,17,Restaurants;Pizza
150540,"""BJ's Restaurant & Brewhouse""",Centennial,"""5881 Centennial Center Blvd""",36.269812,-115.261465,3,465,Pizza;Breweries;American (New);Food;Restaurants
150549,"""Familia Pizzeria""",Southwest,"""8090 S Durango Dr""",36.042461,-115.2782,4,300,Sandwiches;Restaurants;Pizza;Italian
150586,"""Indian Curry House""",Chinatown,"""5115 Spring Mountain Rd, Unit 234""",36.1256933,-115.2112778,4,73,Halal;Pakistani;Restaurants;Himalayan/Nepalese;Vegetarian;Vegan;Indian
150646,"""Cardenas Market""",Eastside,"""4500 E Tropicana Ave""",36.1008737,-115.0755602,3.5,29,Food;Restaurants;Grocery;Mexican
150681,"""Pepe's Tacos""",,"""2341 N Rainbow Blvd""",36.2026153,-115.2429108,3,61,Mexican;Restaurants
150685,"""Barcelona Tapas Restaurant""",,"""1501 W Sahara Ave""",36.14370884,-115.1695981,4,83,Tapas/Small Plates;Spanish;Restaurants;Tapas Bars
150693,"""Tom's Urban""",The Strip,"""3790 Las Vegas Blvd S""",36.102928,-115.173847,3.5,1229,Nightlife;Gastropubs;Restaurants;Bars;American (New);Sports Bars
150708,"""Guy Fieri's El Burro Borracho""",,"""3700 W Flamingo Rd""",36.116864,-115.185757,3.5,456,Mexican;Restaurants
150718,"""Tropical Smoothie Cafe""",Spring Valley,"""6555 S Jones Blvd, Ste 110""",36.0698514,-115.2249867,2,165,Juice Bars & Smoothies;Breakfast & Brunch;Restaurants;Food;Cafes;Sandwiches
150734,"""Pizza Hut""",The Strip,"""3850 S Las Vegas Blvd""",36.09903574,-115.1748772,2,8,Chicken Wings;Restaurants;Specialty Food;Pasta Shops;Pizza;Food;Italian
150750,"""D' Pinoy Joint""",,"""6820 W Flamingo Rd, Ste A""",36.1154927,-115.2411196,3.5,192,Restaurants;Filipino
150823,"""Mob Bar""",Downtown,"""206 N 3rd St""",36.17214416,-115.1414131,4,80,Event Planning & Services;Bars;Italian;Lounges;Restaurants;Nightlife;Venues & Event Spaces
150855,"""Old Vegas Tavern""",Eastside,"""3850 E Desert Inn Rd""",36.12992913,-115.0905663,3.5,20,Sandwiches;Bars;Venues & Event Spaces;American (Traditional);Event Planning & Services;Dive Bars;Lounges;Restaurants;Nightlife;Sports Bars
150870,"""Mr. Z Tea Co""",Chinatown,"""5300 Spring Mountain Rd, Ste 109""",36.1265058,-115.213873,4.5,123,Restaurants;Juice Bars & Smoothies;Coffee & Tea;Tea Rooms;Food;Taiwanese
150903,"""Charley's Grilled Subs""",,"""5691 Rickenbacker Rd""",36.23982,-115.04346,2,7,Fast Food;Steakhouses;Food;Restaurants
151009,"""Golden Steer Steakhouse""",The Strip,"""308 W Sahara Ave""",36.1440928,-115.1611434,4,705,Restaurants;Steakhouses
151143,"""Layla Grill & Hookah""",Spring Valley,"""8665 W Flamingo Rd, Ste 107""",36.1138469,-115.2806243,4.5,294,Ethnic Food;Specialty Food;Hookah Bars;Bars;Mediterranean;Restaurants;Lounges;Nightlife;Food
151172,"""The Juice Standard""",Spring Valley,"""4555 S Ft Apache Rd, Ste 144""",36.1064328,-115.2980194,4.5,205,Juice Bars & Smoothies;Food;Restaurants
151186,"""Fuel Café""",Eastside,"""Hard Rock Hotel & Casino, 4455 Paradise Rd""",36.11046377,-115.1542819,2.5,54,Food;Restaurants;Coffee & Tea;Cafes
151230,"""Subway""",Eastside,"""2430 Flamingo Rd""",36.115324,-115.118174,3.5,9,Sandwiches;Restaurants;Fast Food
151237,"""Sushi Burrito Bowl""",Westside,"""9134 W Sahara""",36.1444616,-115.2964455,3.5,39,Asian Fusion;Sushi Bars;Restaurants
151346,"""Noodle King""",Westside,"""6820 W Sahara Ave, Ste 7, The Springs Shopping Ctr""",36.1452108,-115.2412705,4,93,Chinese;Noodles;Restaurants;Szechuan;Shanghainese
151351,"""Cafe Zupas""",Spring Valley,"""7060 S Rainbow Blvd""",36.06031974,-115.2416231,3.5,260,Restaurants;Soup;Sandwiches;Salad
151386,"""Ramen Ya Katana""",The Strip,"""3615 Las Vegas Blvd S, Ste 109""",36.114423,-115.171908,3.5,230,Ramen;Sushi Bars;Restaurants;Japanese;Noodles
151404,"""Babystacks Cafe""",Southwest,"""8090 Blue Diamond Rd, Ste 170""",36.0209186,-115.2673009,4,236,Cafes;Filipino;Breakfast & Brunch;Restaurants;American (Traditional)
151406,"""Taco Bell""",Southeast,"""2512 E Sunset Rd""",36.071741,-115.116276,3.5,18,Mexican;Fast Food;Restaurants;Tex-Mex
151423,"""Cafe Rio""",Spring Valley,"""7040 S Durango Dr""",36.06025614,-115.2787455,2.5,146,Cafes;Restaurants;Mexican
151570,"""Moko Ramen Bar""",Westside,"""6350 W Charleston Blvd, Ste 120""",36.15957623,-115.2330893,4,339,Tapas Bars;Vegetarian;Tapas/Small Plates;Korean;Asian Fusion;Beer;Wine & Spirits;Japanese;Food;Restaurants;Ramen
151600,"""Lazy Dog Restaurant & Bar""",South Summerlin,"""1725 Festival Plz Dr, Ste A2""",36.15283146,-115.3338668,4,893,Beer;Wine & Spirits;Pizza;American (New);Nightlife;Restaurants;Bars;Food
151629,"""Lilly's Thai & Vietnamese Restaurant""",Westside,"""8470 W Desert Inn Rd, Ste H-3""",36.12993022,-115.2758996,4,88,Thai;Restaurants;Food;Vietnamese
151630,"""Yojié Japanese Fondue""",Westside,"""9440 W Sahara Ave, Ste 175""",36.1455632,-115.3006082,4.5,348,Fondue;Specialty Food;Food;Restaurants;Asian Fusion;Desserts;Japanese;Hot Pot
151680,"""Rubio's""",Southeast,"""2390 E Serene, Ste 700-6""",36.02075794,-115.1191669,4,100,Caterers;Salad;Mexican;Seafood;Event Planning & Services;Restaurants;Fast Food
151713,"""Palm Pizza & Kabob""",Sunrise,"""719 N Nellis Blvd""",36.17566296,-115.0630285,4.5,16,Mediterranean;Kebab;Pizza;Chicken Wings;Restaurants
151825,"""Pupuseria Cabanas""",Eastside,"""2520 S Eastern Ave, Unit C-D""",36.1426537,-115.1187755,3,16,Latin American;Restaurants
151852,"""Vegas Pink Hummer Limo""",,"""3850 Ponderosa Way""",36.0811324,-115.1907753,4,5,Nightlife;Hotels & Travel;Bars;Transportation;Limos;Restaurants;Cocktail Bars
151893,"""Cool Bar""",Chinatown,"""4350 Spring Mountain Rd, Ste 118-119""",36.127655,-115.1979112,4,34,Nightlife;Restaurants;Asian Fusion;Barbeque;Bars;Karaoke;Chinese
152001,"""McDonald's""",Sunrise,"""2886 S Nellis Blvd""",36.13738567,-115.0647188,2.5,7,Restaurants;Fast Food;Burgers
152024,"""Nevada Chicken Cafe""",Spring Valley,"""7340 Arroyo Crossing Pkwy, Ste 5""",36.0636453,-115.2520481,3.5,305,Restaurants;American (Traditional);Chicken Wings;Barbeque;Cafes
152053,"""Magnolia Ice Cream and Treats""",Eastside,"""3890 S Maryland Pkwy""",36.118245,-115.135727,4.5,62,Restaurants;Food;Filipino;Ice Cream & Frozen Yogurt;Desserts
152079,"""Shake Shack""",The Strip,"""3780 S Las Vegas Blvd""",36.103518,-115.173592,4.5,93,Restaurants;Food;Ice Cream & Frozen Yogurt;Burgers;Fast Food
152130,"""Dairy Queen""",Southeast,"""560 E Windmill Ln""",36.04272809,-115.1508933,3,7,Food;Fast Food;Ice Cream & Frozen Yogurt;Restaurants
152160,"""Port of Subs""",,"""3117 N Rainbow Blvd""",36.2168697,-115.2445979,3,27,Delis;Sandwiches;Restaurants
152208,"""Wine Cellar & Tasting Room""",,"""3700 W Flamingo Rd""",36.11691472,-115.1862675,4,64,Nightlife;Wine Bars;Food;American (Traditional);Bars;Restaurants;Beer;Wine & Spirits
152223,"""H2O Sushi & Izakaya""",Eastside,"""325 Hughes Center Dr, Ste 120""",36.115316,-115.158502,2,48,Sushi Bars;Japanese;Restaurants;Izakaya;Food;Desserts
152331,"""Binion's Deli""",Downtown,"""128 Fremont St""",36.1715474,-115.144279,3.5,16,American (New);Sandwiches;Restaurants;Food Stands;Salad;Hot Dogs;Delis
152378,"""Raku""",Chinatown,"""5030 Spring Mountain Rd, Ste 2""",36.127033,-115.210028,4.5,1307,Seafood;Desserts;Japanese;Restaurants;Food
152402,"""Vegan Bites""",,"""8876 S Eastern Ave, Ste 101""",36.0290481,-115.1149271,4.5,128,Bakeries;Desserts;Patisserie/Cake Shop;Custom Cakes;Food;Specialty Food;Cupcakes;Gluten-Free;Restaurants;Vegetarian;Vegan
152417,"""Design & Dine""",Spring Valley,"""7250 S Durango Dr, Ste 120""",36.056603,-115.2784561,4.5,113,Event Planning & Services;Wine Bars;Bars;Nightlife;Party & Event Planning;Paint & Sip;Restaurants;American (New);Arts & Entertainment
152418,"""Grand Cafe""",South Summerlin,"""11011 W Charleston Blvd""",36.1564004,-115.3335562,2.5,329,Restaurants;Wine Bars;Nightlife;Cafes;Breakfast & Brunch;Burgers;Bars;American (Traditional)
152435,"""Great Wraps""",The Strip,"""3200 Las Vegas Blvd S""",36.127032,-115.168361,3,25,Restaurants;Sandwiches
152582,"""Barcelona Restaurant""",,"""4385 N Nellis Blvd""",36.2400638,-115.0626441,3,3,American (New);Restaurants
152600,"""Sunrise Coffee""",Southeast,"""3130 E Sunset Rd, Ste A""",36.07192747,-115.107034,4.5,944,Tea Rooms;Food;Coffee & Tea;Vegan;Restaurants
152617,"""Big Jerk""",,"""1830 N Martin Luther King Blvd""",36.19329034,-115.160525,4.5,33,Caribbean;Vegan;Barbeque;Restaurants;Seafood
152646,"""Panda Express""",Northwest,"""5881 W Craig Rd""",36.23816349,-115.2250551,2.5,20,Caterers;Chinese;Fast Food;Restaurants;Event Planning & Services
152714,"""Panda Express""",Sunrise,"""2288 S Nellis Blvd, Ste 2""",36.1454263,-115.0648047,3.5,15,Restaurants;Fast Food;Chinese
152823,"""El Gordito""",,"""5815 W Tropicana""",36.0998571,-115.2211302,3.5,9,Mexican;Restaurants
152921,"""Subway""",Eastside,"""372 E Tropicana Ave""",36.1032618,-115.1569249,2,15,Fast Food;Restaurants;Sandwiches
152982,"""Starbucks""",Westside,"""221 N Rampart Blvd""",36.1757303,-115.2910289,4,5,Coffee & Tea;Restaurants;Food
153047,"""bin 702""",Downtown,"""707 E Fremont St""",36.167575,-115.138596,4,182,Salad;Bars;Nightlife;Wine Bars;Sandwiches;Food;Restaurants
153094,"""Denny's""",The Strip,"""1826 S Las Vegas Blvd""",36.14938091,-115.1539853,3.5,80,Breakfast & Brunch;Diners;American (New);American (Traditional);Restaurants
153123,"""Rebel Republic""",Westside,"""3540 W Sahara Ave""",36.14570651,-115.1883038,4,229,Sports Bars;Nightlife;Pubs;American (New);Bars;Burgers;Restaurants
153152,"""Big Wong Restaurant""",Chinatown,"""5040 Spring Mountain Rd""",36.126663,-115.20992,4,832,Taiwanese;Chinese;Restaurants;Malaysian;Soup;Noodles;Asian Fusion
153180,"""Mariano's Pupusas Bahai Centroamerica""",Westside,"""5000 W Charleston Blvd""",36.15941117,-115.2085999,4.5,4,Restaurants;Latin American;Salvadoran
153216,"""8 Noodle Bar""",South Summerlin,"""11011 W Charleston Blvd""",36.1551327,-115.334816,3.5,208,Japanese;Asian Fusion;Chinese;Restaurants
153255,"""McDonald's""",Spring Valley,"""9415 W Tropicana Ave""",36.0993419,-115.2979359,2,35,Restaurants;Fast Food;Burgers
153265,"""Wendy's""",Westside,"""4400 W Sahara Ave""",36.1448952,-115.2001708,2,11,Fast Food;Restaurants;Burgers
153352,"""Mr. Cooker""",,"""""",35.9208835,-115.1652008,4.5,47,Food Trucks;Restaurants;Latin American;Food;Venezuelan
153380,"""Twist by Pierre Gagnaire""",The Strip,"""3752 Las Vegas Blvd S""",36.10608001,-115.1747367,4.5,268,Steakhouses;French;Restaurants;American (New)
153450,"""Chada Thai & Wine""",Chinatown,"""3400 S Jones Blvd, Ste 11A""",36.12737486,-115.2241711,4.5,423,Restaurants;Wine Bars;Thai;Nightlife;Bars
153534,"""Flowrider Truck""",Downtown,"""""",36.1699412,-115.1398296,4,4,Food Stands;Restaurants
153679,"""Subway""",Northwest,"""5655 Centennial Center Blvd, Ste 110""",36.26434433,-115.2579025,3,13,Restaurants;Sandwiches;Fast Food
153697,"""China Mama Restaurant""",Chinatown,"""3420 S Jones Blvd""",36.12687497,-115.2246677,3.5,398,Taiwanese;Restaurants;Chinese
153717,"""Nozomi Japanese Restaurant""",Downtown,"""2202 W Charleston Blvd, Ste 11""",36.15967292,-115.1720038,3.5,82,Nightlife;Sushi Bars;Restaurants;Buffets;Seafood;Japanese;Bars
153778,"""VooDoo Steakhouse""",,"""3700 W Flamingo Road""",36.116174,-115.187304,3.5,259,Restaurants;Steakhouses
153912,"""Pho Vegas""",Westside,"""4251 W Sahara Ave""",36.1440036,-115.1987143,4,81,Vietnamese;Restaurants;Soup
154140,"""Village Pub & Poker""",Southeast,"""10420 S Bermuda Rd""",36.0008248,-115.1544012,4,33,Nightlife;Arts & Entertainment;Casinos;Bars;Food;Breweries;American (Traditional);Restaurants;Pubs
154199,"""Subway""",The Strip,"""3791 Las Vegas Blvd S""",36.1025459,-115.172271,2,17,Fast Food;Sandwiches;Restaurants
154202,"""Ichiza""",Chinatown,"""4355 Spring Mountain Rd""",36.125908,-115.197904,4,1378,Japanese;Restaurants
154264,"""Nanay Gloria's Filipino Fast Food""",Eastside,"""2810 S Maryland Pkwy""",36.13872468,-115.1364444,3.5,73,Fast Food;Restaurants;Filipino
154284,"""Emperor's Garden""",Chinatown,"""4215 Spring Mountain Rd, Ste B203""",36.1253808,-115.1959803,2,149,Restaurants;Event Planning & Services;Caterers;Chinese
154321,"""Burger King""",,"""820 N Rancho Dr""",36.1800189,-115.1775776,2.5,10,American (Traditional);Fast Food;Restaurants;Burgers
154361,"""Rachel's Kitchen""",Downtown,"""888 W Bonneville Ave""",36.167252,-115.154643,5,18,Sandwiches;Juice Bars & Smoothies;Food;Restaurants;American (New);Cafes
154393,"""Lee's Sandwiches""",Chinatown,"""3989 Spring Mountain Rd""",36.12602715,-115.1929697,3,633,Food;Bakeries;Sandwiches;Restaurants
154630,"""Subway""",,"""6125 W Tropicana Ave""",36.0990918,-115.2261243,2,12,Restaurants;Fast Food;Sandwiches
154654,"""Ohana Hawaiian BBQ""",Southwest,"""4360 Blue Diamond Rd, Ste 107""",36.0387056,-115.1986027,4,222,Chinese;Restaurants;Barbeque;Hawaiian;Cantonese
154689,"""Nathan's Famous""",,"""4321 W Flamingo Rd""",36.114375,-115.19581,3,29,American (New);Cheesesteaks;Hot Dogs;Restaurants;American (Traditional)
154726,"""California Sushi Burrito""",Chinatown,"""4545 Spring Mountain Rd, Ste 101""",36.1256356,-115.2024865,5,57,Asian Fusion;Fast Food;Restaurants;Japanese;Poke;Sushi Bars;Food
154746,"""Sammy's Woodfired Pizza and Grill""",Westside,"""6500 W Sahara Ave""",36.14446905,-115.236672,4,290,Pizza;Gluten-Free;Salad;Restaurants
154780,"""Morimoto""",The Strip,"""3799 Las Vegas Blvd S""",36.102697,-115.169058,4.5,353,Sushi Bars;Bars;American (New);Japanese;Nightlife;Restaurants
154812,"""Bambino's East Coast Pizzeria""",The Lakes,"""2555 S Durango Dr""",36.14225436,-115.2794233,4.5,245,Sandwiches;Pizza;Restaurants;Caterers;Italian;Event Planning & Services
155003,"""Aloha Kitchen""",Sunrise,"""4466 E Charleston Blvd""",36.1592832,-115.078231,4,137,Hawaiian;Restaurants
155011,"""Chao Thai Restaurant""",University,"""4550 S Maryland Pkwy, Ste 23""",36.1067926,-115.1364723,4,179,Food Delivery Services;Thai;Restaurants;Food
155138,"""Tamba""",The Strip,"""3743 Las Vegas Blvd S, Ste 205""",36.106542,-115.17204,3.5,536,Halal;Nightlife;Restaurants;Indian;Bars;Pakistani;Gluten-Free
155211,"""Heidi's Brooklyn Deli""",Southeast,"""6883 S Eastern Ave, Bldg 13, Ste 100""",36.0651377,-115.1190699,3,108,Salad;Restaurants;Cajun/Creole;Breakfast & Brunch;Sandwiches
155243,"""Cheba Hut""",Westside,"""2550 S Rainbow Blvd, Ste 13""",36.14324389,-115.2418982,5,41,Restaurants;American (Traditional);Sandwiches
155311,"""Cadillac To Go""",Downtown,"""126 S 1st St""",36.17030844,-115.1458076,3,10,Mexican;Restaurants
155346,"""Pier 215""",Spring Valley,"""7060 S Durango Dr, Ste 101""",36.06092286,-115.2773718,4.5,429,Seafood;American (New);Restaurants;American (Traditional);Japanese;Asian Fusion;Sushi Bars
155372,"""Taco Bell""",Spring Valley,"""5645 S Rainbow Blvd""",36.08612288,-115.2433093,2.5,25,Mexican;Tex-Mex;Restaurants;Fast Food
155384,"""Big Mess Bar-BQ""",,"""5111 Boulder Hwy""",36.1128082,-115.0622887,3.5,59,Barbeque;Restaurants
